,cps19_fed_gov_sat,cps19_spend_env,cps19_fed_id,cps19_province,cps19_education,cps19_age,cps19_imp_iss_party
291,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,70,Liberal Party
292,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Professional degree or doctorate,99,Liberal Party
293,Not at all satisfied,Spend about the same as now,Conservative,Quebec,"Some technical, community college, CEGEP, College Classique",65,Conservative Party
294,Fairly satisfied,Spend about the same as now,Conservative,New Brunswick,"Completed technical, community college, CEGEP, College Classique",64,
295,Not at all satisfied,Spend more,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",72,Don't know/ Prefer not to answer
296,Very satisfied,Spend about the same as now,Liberal,Quebec,Bachelor's degree,39,
297,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,Professional degree or doctorate,73,Liberal Party
298,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,67,Liberal Party
299,Not at all satisfied,Spend more,Conservative,Ontario,Bachelor's degree,69,Don't know/ Prefer not to answer
300,Fairly satisfied,Spend about the same as now,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",61,
301,Don't know/ Prefer not to answer,Spend more,None of these,Ontario,Bachelor's degree,49,Don't know/ Prefer not to answer
302,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Bachelor's degree,56,Conservative Party
303,Not very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,32,Don't know/ Prefer not to answer
304,Fairly satisfied,Don't know/ Prefer not to answer,Liberal,Alberta,Some secondary/ high school,20,
305,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",75,Bloc Qu<e9>b<e9>cois
306,Not at all satisfied,Spend more,ndp,Quebec,Bachelor's degree,58,Green Party
307,Not at all satisfied,Spend less,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",76,
308,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,49,Green Party
309,Very satisfied,Spend about the same as now,Liberal,Quebec,Some university,59,Liberal Party
310,Fairly satisfied,Spend more,Conservative,Quebec,Completed secondary/ high school,60,Conservative Party
311,Fairly satisfied,Spend about the same as now,Liberal,Quebec,"Some technical, community college, CEGEP, College Classique",56,
312,Fairly satisfied,Spend more,Liberal,Ontario,Master's degree,61,ndp
313,Very satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,68,
314,Not at all satisfied,Spend about the same as now,People's Party,Quebec,"Completed technical, community college, CEGEP, College Classique",62,People's Party
315,Don't know/ Prefer not to answer,Spend more,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",39,Liberal Party
316,Not very satisfied,Spend more,Liberal,Quebec,Completed secondary/ high school,38,Green Party
317,Fairly satisfied,Spend more,Liberal,New Brunswick,"Completed technical, community college, CEGEP, College Classique",50,Liberal Party
318,Fairly satisfied,Spend about the same as now,Liberal,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",71,Liberal Party
319,Not at all satisfied,Spend about the same as now,Green,Quebec,Master's degree,45,Green Party
320,Fairly satisfied,Spend about the same as now,None of these,Ontario,Bachelor's degree,49,Don't know/ Prefer not to answer
321,Not very satisfied,Spend more,Liberal,Ontario,Some university,49,Green Party
322,Not very satisfied,Spend more,None of these,Quebec,Completed secondary/ high school,51,
323,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",61,Liberal Party
324,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Bachelor's degree,56,Conservative Party
325,Don't know/ Prefer not to answer,Spend more,Don't know/ Prefer not to answer,Quebec,"Completed technical, community college, CEGEP, College Classique",53,Don't know/ Prefer not to answer
326,Fairly satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",51,Conservative Party
327,Not very satisfied,Spend more,Another party (please specify),Ontario,Some university,56,Another party (please specify)
328,Fairly satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",64,Liberal Party
329,Not at all satisfied,Spend about the same as now,None of these,Ontario,Some university,47,
330,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",44,Liberal Party
331,Not very satisfied,Spend about the same as now,ndp,British Columbia,"Some technical, community college, CEGEP, College Classique",52,Conservative Party
332,Fairly satisfied,Spend more,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",65,Liberal Party
333,Fairly satisfied,Spend about the same as now,Another party (please specify),British Columbia,Some secondary/ high school,45,Don't know/ Prefer not to answer
334,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",48,
335,Not at all satisfied,Spend less,Conservative,Quebec,"Completed technical, community college, CEGEP, College Classique",57,Conservative Party
336,Fairly satisfied,Spend more,Liberal,Quebec,Master's degree,53,Liberal Party
337,Fairly satisfied,Spend more,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",47,ndp
338,Not at all satisfied,Spend more,Green,Ontario,Completed secondary/ high school,82,Conservative Party
339,Not very satisfied,Spend more,ndp,Ontario,Bachelor's degree,54,ndp
340,Not very satisfied,Spend less,Liberal,Newfoundland and Labrador,Master's degree,50,Conservative Party
341,Fairly satisfied,Spend more,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",47,Don't know/ Prefer not to answer
342,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,52,
343,Not very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Prince Edward Island,Completed secondary/ high school,56,Don't know/ Prefer not to answer
344,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Quebec,Some secondary/ high school,39,
345,Fairly satisfied,Spend more,Liberal,Quebec,Some university,21,Don't know/ Prefer not to answer
346,Not very satisfied,Spend more,None of these,Ontario,Master's degree,60,Green Party
347,Very satisfied,Spend more,Liberal,Nova Scotia,Master's degree,25,Liberal Party
348,Fairly satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Quebec,Bachelor's degree,58,Don't know/ Prefer not to answer
349,Not at all satisfied,Spend more,Conservative,Ontario,"Some technical, community college, CEGEP, College Classique",61,Conservative Party
350,Not very satisfied,Spend more,Liberal,Quebec,Bachelor's degree,72,Conservative Party
351,Not at all satisfied,Spend more,None of these,Quebec,Some university,39,Green Party
352,Fairly satisfied,Spend less,Liberal,Ontario,Master's degree,56,Liberal Party
353,Fairly satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,54,
354,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",48,Don't know/ Prefer not to answer
355,Not at all satisfied,Spend more,None of these,Ontario,Bachelor's degree,36,
356,Not very satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,"Some technical, community college, CEGEP, College Classique",71,
357,Not very satisfied,Spend more,None of these,Nova Scotia,Completed secondary/ high school,72,
358,Very satisfied,Spend more,Green,Quebec,Completed secondary/ high school,49,Green Party
359,Not at all satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,Professional degree or doctorate,52,Bloc Qu<e9>b<e9>cois
360,Not very satisfied,Spend more,Conservative,Manitoba,Bachelor's degree,31,Don't know/ Prefer not to answer
361,Not at all satisfied,Spend less,People's Party,Quebec,Bachelor's degree,42,People's Party
362,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Ontario,Completed secondary/ high school,76,
363,Not at all satisfied,Spend more,Conservative,Ontario,Master's degree,49,
364,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,48,Liberal Party
365,Not at all satisfied,Spend more,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",72,Conservative Party
366,Not very satisfied,Spend more,ndp,Ontario,Master's degree,73,ndp
367,Not at all satisfied,Spend more,ndp,Ontario,Completed elementary school,29,ndp
368,Very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,60,Liberal Party
369,Not very satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,"Completed technical, community college, CEGEP, College Classique",75,Green Party
370,Not very satisfied,Spend more,Green,Ontario,Master's degree,32,Green Party
371,Not very satisfied,Spend more,None of these,Ontario,Bachelor's degree,62,
372,Fairly satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,19,Liberal Party
373,Not very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Ontario,Master's degree,38,Conservative Party
374,Not at all satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,61,Bloc Qu<e9>b<e9>cois
375,Not very satisfied,Don't know/ Prefer not to answer,Conservative,Ontario,Some university,62,Conservative Party
376,Fairly satisfied,Spend more,Green,Ontario,Bachelor's degree,44,
377,Fairly satisfied,Spend about the same as now,Liberal,Quebec,Bachelor's degree,24,Liberal Party
378,Not at all satisfied,Spend more,Conservative,Nova Scotia,Some secondary/ high school,62,Don't know/ Prefer not to answer
379,Fairly satisfied,Spend more,ndp,Quebec,"Some technical, community college, CEGEP, College Classique",31,Green Party
380,Very satisfied,Spend about the same as now,Liberal,Quebec,"Some technical, community college, CEGEP, College Classique",34,Liberal Party
381,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,48,Liberal Party
382,Not very satisfied,Spend more,ndp,Ontario,"Some technical, community college, CEGEP, College Classique",64,ndp
383,Fairly satisfied,Spend more,Liberal,Alberta,"Completed technical, community college, CEGEP, College Classique",32,Conservative Party
384,Fairly satisfied,Spend more,ndp,Quebec,Master's degree,31,
385,Not very satisfied,Spend more,ndp,Quebec,Completed secondary/ high school,64,Don't know/ Prefer not to answer
386,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,76,Green Party
387,Fairly satisfied,Spend about the same as now,Liberal,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",75,Liberal Party
388,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Some university,68,Liberal Party
389,Not at all satisfied,Spend more,None of these,Ontario,"Completed technical, community college, CEGEP, College Classique",57,Don't know/ Prefer not to answer
390,Fairly satisfied,Spend about the same as now,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",47,Liberal Party
391,Fairly satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Ontario,Some university,31,Liberal Party
392,Fairly satisfied,Spend more,ndp,Nova Scotia,Bachelor's degree,69,Liberal Party
393,Don't know/ Prefer not to answer,Spend about the same as now,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",28,Don't know/ Prefer not to answer
394,Not very satisfied,Spend more,Green,Ontario,Some secondary/ high school,39,Green Party
395,Not at all satisfied,Spend more,Conservative,Ontario,Completed secondary/ high school,61,Conservative Party
396,Very satisfied,Spend more,Conservative,Quebec,Professional degree or doctorate,45,Conservative Party
397,Not very satisfied,Spend more,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",81,Liberal Party
398,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Ontario,Some secondary/ high school,47,
399,Not very satisfied,Spend about the same as now,None of these,Manitoba,"Completed technical, community college, CEGEP, College Classique",31,Don't know/ Prefer not to answer
400,Fairly satisfied,Spend more,Conservative,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",68,Conservative Party
401,Fairly satisfied,Spend more,Liberal,Quebec,Some university,59,
402,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Bachelor's degree,36,Conservative Party
403,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,59,Don't know/ Prefer not to answer
404,Not very satisfied,Spend about the same as now,Conservative,Ontario,"Some technical, community college, CEGEP, College Classique",69,
405,Fairly satisfied,Spend about the same as now,Conservative,Ontario,Completed secondary/ high school,64,Conservative Party
406,Not very satisfied,Spend less,ndp,Ontario,Bachelor's degree,54,ndp
